Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Descripción completa,Unidades,Latitud,Longitud,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,fecha_recoleccion
"Casa en Venta en Mirador de llano grande, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-mirador-de-llano-grande-pereira/193947093,193947093,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a47e73894c79_infocdn__7344981-3-1783031858jpg.jpg,[],$ 340.000.000,4 Habs. 2 Baños 72 m²,"Casa en venta en mirador de llano grande, pereira","Casa enPereira, Risaralda",,Llamar,"Descubra el potencial de inversión que ofrece esta casa peatonal de 2 pisos con cimientos para un 3er piso, ubicada en el barrio Parque industrial, Con un área de lote de 36.20 m², y area construida de 72 M2. esta propiedad nueva se presenta como una excelente opción para quienes buscan un inmueble en un sector en crecimiento y con alta demanda. Su ubicación estratégica permite un fácil acceso a vías principales y a servicios esenciales, lo que la convierte en una alternativa atractiva tanto para la vivienda como para el arrendamiento. El estrato 3 de la propiedad asegura un entorno accesible y cómodo, ideal para familias o profesionales que deseen establecerse en una zona tranquila y con calidad de vida. Es una oportunidad de inversión que no solo promete un retorno atractivo, sino que también le permitirá disfrutar de un espacio acogedor en una de las áreas más prometedoras de Pereira. No deje pasar la oportunidad.",[],4.82048072669,-75.720509230048,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193462438,193462438,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4fc674df23e_infocdn__gr103982920260309044701jpeg.jpeg,[],$ 880.000.000,2 Habs. 2 Baños 169 m²,"Apartamento en venta en cerritos, pereira","Apartamento enPereira, Risaralda",,Llamar,"Código para WhatsApp: ***Descubre el privilegio de vivir en uno de los sectores más exclusivos y valorizados de Pereira, en el reconocido sector de Cerritos.Te presentamos este Apartamento Campestre Exclusivo, una megapropiedad que combina diseño moderno, acabados de lujo y un entorno natural inigualable.Con 84 m² de área construida más una espectacular terraza de 85.4 m², este apartamento en primer piso ofrece el equilibrio perfecto entre comodidad, amplitud y conexión con la naturaleza.✨ Distribución y características:2 habitacionesHabitación principal con vestier, baño privado y aire acondicionadoHabitación auxiliar con baño completoBaño social (sin ducha)Sala comedor con excelente iluminación naturalAmplia terraza de 85.4 m² con vista hacia la cordilleraModerna cocina italiana equipada con horno, estufa y campanaZona de ropas independiente con calentador y mueble múltiplePersianas y blackouts instalados1 parqueadero en sótanoDepósito? Zonas sociales tipo Club House:El conjunto residencial ofrece una experiencia tipo resort:Piscina con horizonte perdido y pisos atérmicosPiscina para niñosZonas de bronceoTurco y jacuzziSalón socialGimnasio completamente dotadoSendero campestreVivir en Cerritos es disfrutar de tranquilidad, exclusividad y alta valorización, con fácil acceso a los principales puntos de la",[],4.8103231242094,-75.774809267051,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Pinares, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/192787755,192787755,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a57badba05a2_infocdn__gr3595320231018103841jpeg.jpeg,[],$ 510.000.000,2 Habs. 2 Baños 74 m²,"Apartamento en venta en pinares, pereira","Apartamento enPereira, Risaralda",,Llamar,"VENTA APARTAMENTO PARA ESTRENAR SECTOR PINARES PEREIRA74.00m²2 Habitaciones2 Baños1 ParqueaderosAcerca de este lugarEste apartamento en venta cuenta con un área de 74 m² . Dispone de dos habitaciones, la principal con vestier y baño. Además tiene sala-comedor, cocina integral, zona de ropas, baño social y amplio balcón. Ubicado en una zona de alta demanda, este apartamento es perfecto para aquellos que desean vivir en un ambiente moderno y bien equipado. Con distribución funcional, es ideal para familias o parejas que buscan un lugar acogedor para llamar hogar!La Torre esta conformada por 19 pisos, 142 apartamentos y 2 ascensores. En el primer piso están ubicados 12 locales comerciales, un parque para mascotas y 5 niveles de parqueaderos cubiertos. Los apartamentos cuentan con ventanería reductora de calor, con filtros especiales para rayos UV, iluminación y ventilación natural en parqueaderos en altura y corredores. En cuanto a las áreas sociales, el edificio ofrece: co-working, gimnasio, piscina para adultos y niños, turco, jacuzzi, juegos infantiles, salón social, zona para mascotas y espacio zen.Es un proyecto responsable y amigable con el medio ambiente con paneles solares, aprovechamiento de aguas residuales y ascensores con regenerador de energía para zonas comunes",[],4.8055024,-75.6922304,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en El poblado, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-pereira/193557741,193557741,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69c2eb53de5fa_infocdn__gr200490120260324023811jpeg.jpeg,[],$ 390.000.000,3 Habs. 2 Baños 74 m²,"Apartamento en venta en el poblado, pereira","Apartamento enPereira, Risaralda",,Llamar,"Se vende apartamento de 74 m² que cuenta con 3 habitaciones, 2 baños, un estudio pequeño, amplia sala-comedor, cocina integral, balcón con excelente iluminación natural y zona de ropas independiente; un espacio perfecto para disfrutar en familia, en un entorno tranquilo y bien ubicado. .",[],4.8078431,-75.6937382,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Centro, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/193073183,193073183,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.690e11ddd5f7e_infocdn__wtjrptsicob5szblzlgj6vga0ehw9vqml0xnhnuijpg.jpg,[],$ 390.000.000,4 Habs. 3 Baños 125 m²,"Apartamento en venta en centro, pereira","Apartamento enPereira, Risaralda",,Llamar,"Te presentamos este apartamento en venta ubicado en el centro de Pereira. Consta de un área de 125 mts, 4 alcobas, 3 baños, sala, comedor, cocina semi integral, zona de ropa y parqueadero cubierto. El edificio te ofrece recepción, ascensor y vigilancia 24/7. La excelente ubicación del inmueble permite un fácil acceso a colegios, rutas de transporte público y sector comercial. Esta es una oportunidad única para adquirir un inmueble en una zona de alta demanda y con todas las facilidades necesarias para una vida cómoda y conveniente.",[],4.8152813,-75.6939695,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/192688511,192688511,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6886c90cdf5d0_infocdn__2lgghwaevorzakk1s4f52ul0u0qunvu9jtmqialvjpg.jpg,[],$ 360.000.000,2 Habs. 2 Baños 64.5 m²,"Apartamento en venta en cerritos, pereira","Apartamento enPereira, Risaralda",,Llamar,"Apartamento en venta en el Conjunto Residencial Senderos de San Silvestre, ubicado en Pereira. El inmueble cuenta con un área de 64 m² y se encuentra en el quinto piso. Su distribución incluye 2 habitaciones, 2 baños, sala-comedor, cocina, zona de ropas y un parqueadero descubierto. El conjunto es de reciente construcción y ofrece seguridad privada 24/7, zonas sociales, piscina y zona infantil.Se encuentra en una ubicación estratégica, con fácil acceso al transporte público y cerca de universidades, supermercados y centros comerciales.",[],4.8105469,-75.7663211,,,,,,,,,,,,,,2026-08-03
Casa en Venta en Pereira,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193309850,193309850,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6972de8fc2512_infocdn__06f8ef95-e12d-4136-b92d-884c935d7ec7-c1b7b6553fde3146fcc1ee9387c74a11.jpeg,[],$ 1.100.000.000,6 Habs. 2 Baños 353 m²,Casa en venta en pereira,"Casa enPereira, Risaralda",,Llamar,Código ***Casa comercial en venta de 353 m² construidos sobre un lote de 480 m². ideal para empresas. negocios o emprendimientos que requieran espacios amplios y adaptables. La propiedad ofrece múltiples ambientes que pueden destinarse a líneas de producción. bodegas. oficinas o áreas de atención al cliente. lo que la convierte en una opción versátil y estratégica.Cuenta con dos cocinas. una cocineta. dos baños. antejardín con capacidad para parquear hasta dos carros y motos. terraza y un apartaestudio independiente que amplía las posibilidades de uso. Además. dispone de un lote anexo listo para futuras expansiones. lo que brinda proyección a largo plazo.Su ubicación sobre la vía Armenia. a solo cinco minutos de la ciudad. asegura excelente acceso de transporte y gran conectividad. El entorno cercano incluye colegios. universidades. restaurantes. estaciones de servicio y supermercados. aportando comodidad y dinamismo al desarrollo de cualquier actividad comercial.Una propiedad amplia. funcional y con potencial de crecimiento. perfecta para negocios que buscan un espacio con ubicación estratégica y múltiples alternativas de adecuación.¡Agenda tu visita y descubre el potencial de esta casa comercial para tu proyecto!,[],4.773221,-75.69211,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/192848860,192848860,,[],$ 950.603.200,3 Habs. 3 Baños 126 m²,"Apartamento en venta en cerritos, pereira","Apartamento enPereira, Risaralda",,Llamar,"VENTA APARTAMENTOS SECTOR EXCLUSIVO CERRITOS PEREIRAApartamentos ubicados sobre uno de los sectores con más potencial, desarrollo y eficiencia de inversión. Cerca de centros comerciales, colegios club campestre de Pereira, reconocidos restaurantes, centro logístico, próximamente clínicas de quinta categoría, cuentan con buena accesibilidad vial y retornos, la cota más alta de cerritos, perfecto para quienes buscan un entorno de altura, que correspondan a un estilo de vida sin limitaciones, inspirado en la pureza de su ambiente y la belleza de su paisaje.Consta de: 3 habitaciones, 3 baños, sala-comedor, cocina, sala de estar, y patio de ropas.1 torre, 16 pisos, 90 apartamentos, 4 penthouses, 175 parqueaderos.Con diseño, iluminación y todo lo necesario para que vivas a tu gusto.Zona socialLobbyCancha de tenisCancha sintéticaPiscina de niños y adultosSalón socialParqueadero subterráneo con acceso al ascensorCuarto de basurasBaños en zona húmedaGimnasioTurco y saunaJardin y parrillada BBQJuegos infantilesPlanta eléctrica2 ascensoresVista panorámica de 160° gradosIMPORTANTE: Los precios y la disponibilidad cambian sin previo aviso de acuerdo a la dinámica de ventas y valorización del proyecto. Estas imágenes son una representación artística aproximada del diseño, acabados, texturas, dimensiones, formas, distribución, especificaciones, vegetación y áreas del proyecto, el mobiliario ni los vehículos hacen part",[],4.8056599,-75.84813,,,,,,,,,,,,,,2026-08-03
"Casa Campestre en Venta en Tribunas corcega, Pereira",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-tribunas-corcega-pereira/193102750,193102750,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6918bbfecb2c4_infocdn__aippmsiduvvoidbxwshm4zluuxoimwgudn9ycxm9jpg.jpg,[],$ 1.250.000.000,3 Habs. 4 Baños 1550 m²,"Casa campestre en venta en tribunas corcega, pereira","Casa Campestre enPereira, Risaralda",,Llamar,"Descubra la oportunidad de adquirir la casa campestre de sus sueños en el exclusivo sector de La Casona, en la vía a Armenia, a solo 15 minutos del vibrante centro de Pereira. Esta impresionante residencia, actualmente en un 75% de avance de construcción, se erige con un distintivo estilo A-frame, prometiendo una experiencia de vida inigualable. Con un área construida de 298 m² y una bodega adicional de 9 m², su diseño inteligente y funcional se distribuye en tres niveles para maximizar el confort y la privacidad.El primer nivel le da la bienvenida con un elegante hall de recibo, baño social, una espaciosa sala y comedor que se integran armoniosamente con una moderna cocina integral. Aquí también encontrará la suite principal, un verdadero santuario con vestier, baño completo, despensa y una conveniente zona de ropas. Ascendiendo al segundo nivel, un estudio versátil y un balcón privado le ofrecen vistas panorámicas a la ciudad de Pereira, acompañados de dos habitaciones adicionales. El nivel menos uno sorprende con un área múltiple de 40 m², ideal para entretenimiento o como espacio de trabajo.La propiedad se asienta sobre un generoso lote de 1.550 m² con una inclinación moderada, embellecido por una encantadora quebrada de agua natural que delimita uno de sus linderos, creando un ambiente de serenidad y conexión con la naturaleza. Se entrega completamente terminada, garantizando una inversión sin preocupaciones. Ubicada dentro de un condominio consolidado, esta casa cuenta con todas las licencias de construcción al día y se encuentra libre de todo gravamen, con matrícula y escritura independiente, asegurando una transacción transparente y segura. No pierda la oportunidad de ser propietario de este refugio campestre que combina lujo, diseño y una ubicación privilegiada.",[],4.7594593,-75.6834598,,,,,,,,,,,,,,2026-08-03
"Casa Campestre en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193666131,193666131,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69e9a1811a6f7_infocdn__gr-lujosa-casa-campestre-en-cerri-1776916170-8077-5198jpeg.jpeg,[],$ 5.900.000.000,4 Habs. 6 Baños 850 m²,"Casa campestre en venta en cerritos, pereira","Casa Campestre enPereira, Risaralda",,Llamar,"¡Bienvenido al paraíso campestre en Cerritos ,Pereira, Risaralda! Este increíble inmueble está ubicado en una amplia área terreno de 2050 M2, rodeado de hermosos bosques nativos y zonas verdes que te brindarán la tranquilidad y privacidad que tanto buscas.La construcción de esta propiedad es de 850 M2, con una distribución pensada en cada detalle para brindarte la comodidad y el lujo que mereces. Cuenta con 4 amplias alcobas, cada una con su baño privado, que te permitirán tener ese espacio personal que tanto buscas. Además, tendrás a tu disposición 6 baños, ideales para recibir a tus invitados sin preocupaciones.¿Eres amante de las mascotas? ¡No te preocupes! Este inmueble admite mascotas, por lo que podrás disfrutar de tu compañía peluda sin restricciones. Además, podrás disfrutar del aire puro y las hermosas vistas desde el balcón privado de tu habitación.La distribución interna de esta propiedad cuenta con espacios adicionales que harán tu vida más fácil y cómoda. Podrás tener tu propia biblioteca o estudio en casa, un lugar perfecto para trabajar o relajarte. Otra ventaja es que cuenta con un baño auxiliar, que siempre viene bien en caso de tener invitados o para uso personal.La cocina, con su diseño integral de estilo americano, es espaciosa y moderna, ideal para aquellos amantes de la gastronomía. Además, está equipada con todos los electrodomésticos necesarios, incluyendo horno y lavaplatos. No tendrás que preocuparte por el",[],4.8142462398582,-75.806539561985,,,,,,,,,,,,,,2026-08-03
"Lote en  Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/192128573,192128573,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3942aa4f6f6_infocdn__gr30507220250311081304jpg.jpg,[],$ 1.026.270.000,11403 m²,"Lote en  venta en cerritos, pereira","Lote enPereira, Risaralda",,Llamar,"EN VENTA LOTE CERRITOS PEREIRALOTE D 30 (90 mil M2), matrícula y todos los documentos al día.Si buscas un espacio en la naturaleza con vistas espectaculares y acceso a una quebradita, este lote es para ti.✨ Características:✔ Ubicación segura dentro de condominio.✔ Terrenos con partes planas y onduladas, perfectos para construir tu casa de campo.✔ Se pueden construir hasta dos viviendas.✔ Bosques nativos que te conectan con la naturaleza.✔ Vista impresionante hacia el valle.✔ Acceso a una quebradita con agua cristalina.✔ Entorno tranquilo y seguro, ideal para descansar o invertir.? Diferentes áreas disponiblesNo dejes pasar esta oportunidad de tener tu propio refugio natural.Contáctanos para más información y agendar una visita!",[],4.8085029268901,-75.841991901398,,,,,,,,,,,,,,2026-08-03
"Lote en  Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/192128573,192128573,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3942aa4f6f6_infocdn__gr30507220250311081304jpg.jpg,[],$ 1.026.270.000,11403 m²,"Lote en  venta en cerritos, pereira","Lote enPereira, Risaralda",,Llamar,"EN VENTA LOTE CERRITOS PEREIRALOTE D 30 (90 mil M2), matrícula y todos los documentos al día.Si buscas un espacio en la naturaleza con vistas espectaculares y acceso a una quebradita, este lote es para ti.✨ Características:✔ Ubicación segura dentro de condominio.✔ Terrenos con partes planas y onduladas, perfectos para construir tu casa de campo.✔ Se pueden construir hasta dos viviendas.✔ Bosques nativos que te conectan con la naturaleza.✔ Vista impresionante hacia el valle.✔ Acceso a una quebradita con agua cristalina.✔ Entorno tranquilo y seguro, ideal para descansar o invertir.? Diferentes áreas disponiblesNo dejes pasar esta oportunidad de tener tu propio refugio natural.Contáctanos para más información y agendar una visita!",[],4.8085029268901,-75.841991901398,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Galicia, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-galicia-pereira/193505090,193505090,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a19b4d4e8e7e_infocdn__gr458271120260312070651jpeg.jpeg,[],$ 398.000.000,3 Habs. 2 Baños 72 m²,"Apartamento en venta en galicia, pereira","Apartamento enPereira, Risaralda",,Llamar,"Apartamento en Venta  ($$398.000.000) y/o Renta ($2.000.000)•3 habitaciones, la habitación principal con vestier y baño independiente.•Baño para las habitaciones y social•Área de ropas independiente•Balcón con vista2 parqueaderos1 depósito2 ascensoresArea social:•Piscina•Jacuzi•Turco•Sendero•Juegos infantiles",[],4.8034763,-75.8055572,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/194050788,194050788,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6a6c377d2aa_infocdn__zku8yeaqon6kfpngbltha0zi15sib5bwhhvdqgndjpg.jpg,[],$ 930.000.000,3 Habs. 4 Baños 130 m²,"Apartamento en venta en cerritos, pereira","Apartamento enPereira, Risaralda",,Llamar,"Descubra la exclusividad y el confort en este impresionante apartamento ubicado en el prestigioso sector de Cerritos. Situado en un privilegiado piso 9, este hogar de 130 m² ha sido meticulosamente diseñado para ofrecer una experiencia de vida inigualable.Cada una de sus tres amplias habitaciones cuenta con baño privado, garantizando privacidad y comodidad para todos sus residentes. Adicionalmente, dispone de un elegante baño social. El balcón se convierte en un oasis personal con su jacuzzi integrado, ideal para relajarse mientras disfruta de vistas espectaculares. La propiedad incluye un práctico cuarto útil y dos parqueaderos privados, añadiendo funcionalidad y conveniencia.El conjunto residencial eleva la experiencia de vida con una completa gama de amenidades de lujo: una refrescante piscina, un moderno gimnasio, canchas deportivas para mantenerse activo, una zona de barbecue perfecta para reuniones sociales y extensas zonas verdes que invitan a la tranquilidad y el esparcimiento al aire libre. Este apartamento no es solo un hogar, es un estilo de vida.",[],4.8119151,-75.7703949,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Pinares, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193492307,193492307,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6d03ee95b32_infocdn__gr192915920260311124349jpeg.jpeg,[],$ 700.000.000,4 Habs. 3 Baños 114 m²,"Apartamento en venta en pinares, pereira","Apartamento enPereira, Risaralda",,Llamar,"Descubra la joya de Pinares: un espectacular apartamento que redefine la vida urbana en Pereira. Ubicado en una de las zonas más codiciadas, este hogar le ofrece la libertad de un estilo de vida sin coche, con acceso inmediato a los mejores restaurantes, vibrantes cafés, clínicas de primer nivel, supermercados y los puntos de interés más importantes de la ciudad. Con 114 metros cuadrados, este apartamento evoca la grandeza de la construcción de antaño, donde los espacios generosos eran la norma. Disfrute de una sala y comedor amplios, bañados por una excepcional luz natural que realza cada rincón, y dos balcones que invitan a la brisa fresca y amplifican la sensación de bienestar.La distribución es impecable, con tres habitaciones más una alcoba de servicio, y tres baños completos que garantizan comodidad y privacidad para toda la familia. A pesar de su ubicación privilegiada, que le permite caminar a innumerables destinos, la propiedad incluye dos parqueaderos para su total conveniencia. Con 17 años de construcción, este apartamento es un testimonio de calidad y durabilidad, con materiales de alta gama y una amplitud que escasea en las construcciones modernas. Si busca una inversión inteligente en ubicación, espacio y valorización en uno de los sectores más exclusivos de Pereira, esta es una oportunidad que no puede dejar pasar. Contácteme hoy mismo para agendar una visita y experimentar la elegancia y el confort que este apartamento tiene para ofrecer",[],4.8043975416551,-75.690093040466,,,,,,,,,,,,,,2026-08-03
"Casa en Venta en Avenida Sur, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-avenida-sur-pereira/193806111,193806111,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a315a7d39839_infocdn__gr2028592020260527101501jpeg.jpeg,[],$ 720.000.000,5 Habs. 5 Baños 177 m²,"Casa en venta en avenida sur, pereira","Casa enPereira, Risaralda",,Llamar,"Casa espectacular de 3 niveles, cuenta con 5 habitaciones amplias, 5 baños, sala y comedor aparte, cocina grande, parqueadero para 3 carros, 2 de ellos cubierto. Tiene balcon en una de las habitaciones y terraza en la habitacion principal, hall para estudio.La unidad cuenta con Salón Social, parqueadero de mascotas, piscina, gimnasio muy bien dotado, salón social y zonas verdes.",[],4.8070275569187,-75.7200050354,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Sector plaza de bolivar, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-sector-plaza-de-bolivar-pereira/193956032,193956032,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4b19c9d17fb_infocdn__jyklsrs9bkdib3lzzt6zpuxgx1ui93pyhm48bhk7jpg.jpg,[],$ 780.000.000,5 Habs. 5 Baños 257 m²,"Apartamento en venta en sector plaza de bolivar, pereira","Apartamento enPereira, Risaralda",,Llamar,"El balcón con la mejor vista de la Plaza de Bolívar de PereiraHay propiedades que ofrecen metros cuadrados. Otras ofrecen una ubicación privilegiada. Pero muy pocas tienen el poder de convertirse en el escenario permanente de los momentos más importantes de una ciudad.Este espectacular apartamento, ubicado en segundo piso frente a la Plaza de Bolívar de Pereira, ofrece un privilegio prácticamente irrepetible: un balcón privado con el mejor ángulo para disfrutar la vida urbana de la ciudad.Desde aquí podrá contemplar en primera fila desfiles militares, procesiones religiosas, conciertos, festivales, eventos culturales, celebraciones navideñas, actividades cívicas y el movimiento diario del corazón de Pereira, todo desde la comodidad, privacidad y seguridad de su propio hogar.Con una generosa área total disfrutable de 257,94 m², el inmueble cuenta con amplios espacios independientes, cuatro habitaciones más cuarto de servicio, tres baños completos, baño social, cocina integral, patio interior, dos balcones, ascensor nuevo y una amplia terraza privada que ofrece múltiples posibilidades de disfrute.Su ubicación estratégica representa uno de sus mayores activos. En pocos minutos caminando encontrará bancos, notarías, entidades gubernamentales, restaurantes, cafés, supermercados, centros médicos, iglesias, teatros y una excelente oferta de transporte público, convirtiéndolo en un inmueble ideal tanto para vivir como para desarrollar proyectos de renta ejecutiva o alojamiento turístico.Más que un apartamento, esta propiedad representa una oportunidad patrimonial única. La combinación de amplitud, ubicación privilegiada y una vista absolutamente excepcional la convierten en un activo difícil de replicar dentro del mercado inmobiliario de Pereira.Un inmueble para quienes entienden que las mejores inversiones no solo generan valorización… también crean experiencias.Agende su visita y descubra por qué este es, sin discusión, el balcón más apetecido de toda la Plaza de Bolívar.",[],4.8143329,-75.6946444,,,,,,,,,,,,,,2026-08-03
"Casa Campestre en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/192370565,192370565,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.681e55e2b9d0a_infocdn__rrmh09ox1hmifpqvfky5yhqyks8aqral9d8gud7ujpg.jpg,[],$ 1.700.000.000,2 Habs. 3 Baños 300 m²,"Casa campestre en venta en cerritos, pereira","Casa Campestre enPereira, Risaralda",,Llamar,"Se vende o se arrienda amoblada, Casa campestre  en cerritos, sector el tigre, con un lote de 2570 mt2 y un área construida de 300mt2 que cuenta con:  parqueadero amplio para 4 vehículos, amplio antejardín en su frente, ingresamos por sala comedor, cocina integral, baños social, zona de ropas y servicios con baño, estudio y sala secundaría (se pueden convertir en 2 alcobas), una alcoba auxiliar con Vestier, baño de alcobas y alcoba principal con  Vestier, baño privado y salida a la piscina, cuenta con una terraza con increible vista y bbq, pisicna con jacuzzy y amplio lote el cual puedes colocar alboles frutales.",[],4.8078441,-75.7850511,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Terminal, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-terminal-pereira/193363208,193363208,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6984ea5dee482_infocdn__mpnxq0jylhjselcvguyzjvvcnhxgssatpfrcc8esjpg.jpg,[],$ 249.000.000,3 Habs. 2 Baños 64 m²,"Apartamento en venta en terminal, pereira","Apartamento enPereira, Risaralda",,Llamar,"Souliciones Inmobiliarias Colombia ofrece apartamento piso 5 sin ascensor en sector de alta valorización cerca del terminal, universidades y centros comerciales. El conjunto cuenta con: Parqueadero de visitantes, zona infantil, piscina, salón social, cancha de microfútbol y baloncesto  y zona BBQ. 2305",[],4.8015824,-75.6939678,,,,,,,,,,,,,,2026-08-03
"Casa en Venta en Avenida Sur, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-avenida-sur-pereira/193604753,193604753,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69d667c14f548_infocdn__zyq7rleovsuyapmsint9hcf7eqdy9oh7fh60npe2jpg.jpg,[],$ 480.000.000,4 Habs. 4 Baños 138 m²,"Casa en venta en avenida sur, pereira","Casa enPereira, Risaralda",,Llamar,"Soluciones Inmobiliarias Colombia ofrece casa de 3 niveles en el sector de la Av. Sur, cerca de clínicas, supermercados y centros comerciales, La casa está distribuida así: Piso 1: Sala comedor, baño completo con ducha, cocina, zona de ropas, 1 habitación; Piso 2: 3 habitaciones, habitación principal con baño privado, baño social completo con ducha; Piso 3: 1 habitacion. el conjunto cuenta con piscina para niños y adultos, gimnasio dotado, juegos para niños, placa deportiva y sendero ecológico.Valor de administracion  $ 760.000.Codigo2338",[],4.8066095,-75.7003521,,,,,,,,,,,,,,2026-08-03
"Casa Campestre en  Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/191885037,191885037,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68ef1799e1e55_infocdn__gr-casa-campestre-1736135280-3913-7701jpeg.jpeg,[],$ 5.500.000.000,7 Habs. 10 Baños 1000 m²,"Casa campestre en  venta en cerritos, pereira","Casa Campestre enPereira, Risaralda",,Llamar,"Amplia y hermosa propiedad campestre en venta, ubicada en Pereira, Risaralda. Con una extensión de 2500 M2 de terreno y 1000 M2 de área construida, esta impresionante residencia te ofrece todo lo que necesitas para disfrutar de la tranquilidad y el estilo de vida que deseas. Con 7 habitaciones, 3 garajes y un área privada de 2500 M2, esta propiedad es perfecta para aquellos que buscan amplitud y comodidad.Si eres un amante de los animales, esta es la propiedad ideal para ti, ya que cuenta con un espacio amplio y acondicionado para tus mascotas. Además, tiene un hermoso balcón en el que podrás disfrutar del aire puro y las vistas del entorno campestre. También cuenta con baño auxiliar en la parte exterior y baño en la habitación principal para mayor comodidad.Si eres un profesional que necesita un espacio de trabajo, esta propiedad también te ofrece una biblioteca/estudio perfectamente diseñada para cumplir con tus necesidades. Además, cuenta con un calentador, una cocina integral y una cocina tipo americano, un comedor auxiliar y un depósito para almacenar tus pertenencias.Otras características internas de este inmueble incluyen una despensa, doble ventana para mayor aislamiento térmico y acústico, gas domiciliario, una habitación de servicio, un hall de alcobas, un jacuzzi y suelo de cerámica/mármol para un toque de elegancia. También cuenta con zona de lavandería, aire acondicionado, sistema de alarma y una sala de usos múltiples para eventos y",[],4.8137543628927,-75.805850585473,,,,,,,,,,,,,,2026-08-03
