Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,Descripción completa,Unidades,Latitud,Longitud,fecha_recoleccion
"TIERRALINDA DE LOS FARALLONES, Apartamentos en Venta en TierraLinda, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/tierralinda-de-los-farallones-apartamentos-en-venta-en-tierralinda-cali/10051563,10051563,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69efb22a9728a_infocdn__424o5pffvbksursguvwpzbgmzpy98amc0e9ebwusjpg.jpg,[],Desde $ 259.800.000,2 Habs. 2 Baños 55 m²,"Tierralinda de los farallones, apartamentos en venta en tierralinda, cali","Apartamento enCali, Valle del cauca",CONSTRUCTORA MELENDEZ,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,80% Cedito I Metodo de pago,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,2027,4,"Tierralinda de los Farallones es un proyecto de vivienda tope VIS que combina confort, diseño y alta proyección de valorización en una de las zonas de mayor desarrollo del sur de Cali. Rodeado de amplias áreas verdes y un entorno natural sostenible, ofrece visuales agradables y un ambiente ideal para disfrutar la vida en comunidad. Cuentan con 8 edificios y un total de 728 apartamentos que se entregan en obra gris, brindando la posibilidad de personalizar cada espacio según tus gustos y necesidades. Además, cuenta con la opción de parqueaderos asignados, sumando practicidad y comodidad a tu nuevo hogar.",[],3.3428242,-76.5185552,2026-08-03
"Maca, Apartamentos en Venta en Cachipay, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/maca-apartamentos-en-venta-en-cachipay-cali/15017484,15017484,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.682f36d47f56f_infocdn__taz1co5t4dqzwbdcwmi8xupwnts1qu1haf01leoujpg.jpg,[],Desde $ 314.020.000,2 Habs. 2 Baños 62 m²,"Maca, apartamentos en venta en cachipay, cali","Apartamento enCali, Valle del cauca",JARAMILLO MORA CONSTRUCTORA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,20% inicial,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,3,"MACA, tu nuevo hogar en el sur de CaliDescubre MACA, un proyecto de vivienda de interés social ubicado en la zona de mayor crecimiento urbano de Cali: Reserva de Kachipay. Vive rodeado de naturaleza, con senderos, zonas verdes, ciclo rutas y espacios deportivos que promueven la vida en familia.El conjunto cuenta con modernas zonas comunes como piscina, gimnasio, salones sociales, zona BBQ, área de mascotas y mucho más. Son 560 apartamentos distribuidos en 7 torres de 10 pisos, con excelente acceso a transporte público y servicios.MACA es calidad de vida, comodidad y conexión en un solo lugar.",[],3.3572426,-76.5059849,2026-08-03
"RESERVA DE OPORTO, Apartamentos en Venta en Evaristo garcia, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/reserva-de-oporto-apartamentos-en-venta-en-evaristo-garcia-cali/6352775,6352775,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2021/5/20/3111638_338_0.jpg,[],Desde $ 220.000.000,3 Habs. 2 Baños 55.01 m²,"Reserva de oporto, apartamentos en venta en evaristo garcia, cali","Apartamento enCali, Valle del cauca",IC CONSTRUCTORA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,3,"Reserva de Oporto es un proyecto de vivienda de interés social (VIS) con precio Fijo!!. Ubicado estratégicamente en el Barrio Evaristo García, frente a la estación del MIO Salomia, al norte de Cali. Diseñado para ofrecer calidad, ubicación y acceso a subsidios de vivienda, este desarrollo urbanístico está pensado para personas que sueñan con tener su hogar propio, en un entorno seguro, bien conectado y con excelentes zonas comunes.Además de su excelente ubicación, Reserva de Oporto ofrece beneficios que marcan la diferencia: cuenta con certificación ambiental EDGE, lo que significa ahorro en agua, energía y costos mensuales a largo plazo. Los parqueaderos comunales permiten una mejor organización del espacio y ayudan a mantener una administración más eficiente.El proyecto cuenta con 9 torres de 12 pisos, con un total de 840 apartamentos VIS, desde 46,22 m² hasta 55,02 m² de área construida, todos en obra gris para que cada comprador pueda personalizar su espacio a su gusto. Se desarrolla por etapas, con torres actualmente en entrega inmediata y torres en construcción, con fechas estimadas de entrega en diciembre 2025 y diciembre 2026, respectivamente.Hablando de administración, el valor estimado de la cuota mensual es de tan solo $130.000 COP, y el precio de los apartamentos inicia desde $229.395.000 COP, lo que lo convierte en una oportunidad real de inversión en vivienda propia. Al ser un proyecto VIS, está diseñado para personas que califican a subsidios de vivienda de cajas de compensación, y su estrato socioeconómico estimado es 3, lo que asegura un entorno asequible sin renunciar a la calidad.La información aquí contenida tiene fines exclusivamente informativos y no constituye oferta comercial ni compromiso contractual por parte del promotor o constructor. Las imágenes, renders, planos, recorridos virtuales, mobiliario y acabados utilizados son representaciones artísticas y pueden presentar modificaciones durante el desarrollo del proyecto.El valor de los inmuebles puede variar según disponibilidad, tipología, etapa del proyecto, condiciones del mercado, ajustes por inflación o decisiones normativas. Así mismo, la cuota de administración es un valor estimado que podrá cambiar según lo determine la copropiedad al momento de su conformación.La fecha estimada de entrega de las torres construidas es diciembre de 2025, y para las torres 4 y 5, diciembre de 2026. Estas fechas están sujetas a condiciones externas y de fuerza mayor, incluyendo, pero no limitándose a: condiciones climáticas, disponibilidad de materiales, decisiones de autoridades competentes, afectaciones de orden público y otras situaciones externas no imputables al constructor.El precio de referencia del inmueble es de $229.395.000 COP, calculado con base en el valor proyectado del SMMLV al momento de escrituración en 2026. Este valor podrá ajustarse de acuerdo con condiciones económicas, cambios normativos o disposiciones legales vigentes. No representa una oferta comercial definitiva y puede modificarse sin previo aviso.Todos los derechos, deberes y condiciones del proyecto se rigen conforme a lo establecido en la Ley 1480 de 2011 (Estatuto del Consumidor), la Circular Externa 004 de 2024 de la Superintendencia de Industria y Comercio, y el artículo 847 del Código de Comercio.",[],3.47438001632690000000,-76.50794219970700000000,2026-08-03
"NIQUEL, Apartamento en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/niquel-apartamentos-en-venta-en-valle-del-lili-cali/15017416,15017416,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6814d6ec9ecf1_infocdn__cy12wvgye7fydfua10wkyki1gmdeykkfugsbdcjgpng.png,[],Desde $ 631.244.821,3 Habs. 2 Baños 85 m²,"Niquel, apartamento en venta en valle del lili, cali","Apartamento enCali, Valle del cauca",JARAMILLO MORA CONSTRUCTORA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,20% INICIAL 80% CREDITO,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,5,"NÍQUEL ELEMENT conjunto residencial hace parte de un desarrollo urbano sostenible llamado ELEMENT. El proyecto ha sido concebido desde su fase de diseño para que cumpla con todas las características propias de una edificación sustentable que reduzca su impacto en el medio ambiente, durante su construcción y vida útil, de manera que se puedan reutilizar la mayor cantidad de recursos disponibles involucrados en su funcionamiento, así como la disminución en el consumo de energía y agua.El proyecto es estrato 5 y está ubicado estratégicamente en el sector de Valle del Lili al sur de la ciudad sobre la calle 28 entre carrera 99 y carrera 100. Su ubicación le permite contar con fácil acceso vehicular y peatonal (cercanía a otras vías principales y paradas del SITM) y a servicios complementarios (clínicas, colegios, universidades, centros comerciales, supermercados, zonas recreativas y sitios de interés cultural). Está rodeado por el cordón verde sobre la Av. Simón Bolívar por el que pasará en un futuro el tren de cercanías, al igual que otras zonas verdes que caracterizan este sector de la ciudad y su principal atractivo es, sin duda, la exclusiva vista que tiene sobre el sur.",[],3.3654437,-76.5244894,2026-08-03
"FOREST LIVING, Apartamentos en Venta en Ciudad jardin, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/forest-living-apartamentos-en-venta-en-ciudad-jardin-cali/15018737,15018737,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a691c869bfa0_infocdn__t6pmreadtrzz071jaqhrprbcox7yykmepbweklghjpg.jpg,[],Desde $ 365.949.000,1 Hab 1 Baño 33.42 m²,"Forest living, apartamentos en venta en ciudad jardin, cali","Apartamento enCali, Valle del cauca",JULIAN APONTE ESTUDIO ARQUITECTOS,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,30% PREGUNTA POR NUESTRAS OPCIONES DE FINANCIACION,CONTAMOS CON TODOS LOS MEDIOS DE PAGO,¡Pregúntale!,10,¡Pregúntale!,2029,6,"Forest Living es un proyecto desarrollado por Aponte Arquitectos y Eduard López Constructora, ubicado en Ciudad Jardín, al sur de Cali, frente a la Reserva Natural El Zanjón del Burro, un entorno privilegiado que combina naturaleza, tranquilidad y una ubicación estratégica. El proyecto está conformado por 79 apartamentos de 1, 2 y 3 habitaciones, con la posibilidad de destinarlos a vivienda tradicional o vivienda turística, ofreciendo una excelente alternativa para vivir o invertir. Está respaldado por Fiduciaria Aval, cuenta con dos sótanos de parqueaderos y ocho pisos de apartamentos, además de exclusivas zonas comunes como lobby tipo hotel, gimnasio, coworking, sala de juntas, salón social, sport bar, lavandería, zonas BBQ, jacuzzis, terraza lounge y tiendas virtuales, diseñadas para brindar una experiencia moderna, cómoda y funcional para residentes y huéspedes.",[],3.3590186351597,-76.541258018796,2026-08-03
"MONARCA, Apartamentos en Venta en Pance, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/monarca-apartamentos-en-venta-en-pance-cali/15018722,15018722,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a60f4db0de9e_infocdn__z7g3opukstsc8asdv967bs7ys5hnjdp7xvxkehzgjpg.jpg,[],Desde $ 1.234.758.851,3 Habs. 3 Baños 112 m²,"Monarca, apartamentos en venta en pance, cali","Apartamento enCali, Valle del cauca",CONSTRUCTORA MELENDEZ,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,2029,6,"Monarca, arquitectura que respira naturaleza. En el corazón de Pance nace Monarca, una torre exclusiva para 39 familias que buscan privacidad, seguridad y una arquitectura excepcional. Amenidades diseñadas para vivir experiencias únicas.",[],3.3502764,-76.5454656,2026-08-03
"INSITE, Apartamentos en Venta en Versalles, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/insite-apartamentos-en-venta-en-versalles-cali/15018274,15018274,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69a700019846d_infocdn__yjufojw3yhuic7tdpdykddixnl2izpkwckzhqxr5png.png,[],Desde $ 315.500.000,1 Hab 1 Baño 34.39 m²,"Insite, apartamentos en venta en versalles, cali","Apartamento enCali, Valle del cauca",CONSTRUCTORA MELENDEZ,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,2029,5,"INSITE es un proyecto con posibilidad de rentas cortas ubicado en la estratégica Av. 6 Norte con Calle 21 Norte, un punto clave del norte de Cali por su alto movimiento gastronómico, turístico y empresarial. Pensado para quienes quieren invertir donde la ciudad está activa todos los días, INSITE se conecta con restaurantes, clínicas, comercio y los principales lugares de interés del sector. Ofrece apartamentos funcionales de 34 m² y 35 m², ideales para vivir o generar ingresos a través de rentas cortas en una de las zonas con mayor proyección de la ciudad.",[],3.4627864,-76.5302896,2026-08-03
"TIERRALINDA  DE LOS ALMENDROS, Casa en Venta en TierraLinda, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/tierralinda-de-los-almendros-casas-en-venta-en-tierralinda-cali/15017556,15017556,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.686e9beb10aa6_infocdn__pd8dldy4vtph3cuynefqo8fcg1jmrdreoru4qdzxjpg.jpg,[],Desde $ 442.369.200,2 Habs. 2 Baños 61 m²,"Tierralinda  de los almendros, casa en venta en tierralinda, cali","Casa enCali, Valle del cauca",CONSTRUCTORA MELENDEZ,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,1,25% CUOTA  INICIAL - 75% Crédito,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,2029,4,"Tierralinda de los Almendros es un proyecto de casas en condominio que ofrece viviendas de 2 y 3 pisos con parqueadero propio, disponibles en opciones de obra gris o full acabados. Su ubicación estratégica está pensada para familias que buscan espacios cómodos, privacidad y seguridad dentro de un entorno planificado. Es una propuesta ideal para quienes valoran la calidad de vida, la conexión con la naturaleza y la oportunidad de invertir en una propiedad con excelente proyección de valorización.",[],3.3428242,-76.5185552,2026-08-03
"Raíces, Casas en Venta en Pance, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/raices-casas-en-venta-en-pance-cali/15018439,15018439,https://cdn4.fincaraiz.com.co/repo/img/69ea87fe89915_infocdn__crbhsgrlv0vpsksyl5bqlt8ff9gjti6m5y6xrof7webp.webp,[],Desde $ 2.489.000.000,4 Habs. 5 Baños 264.96 m²,"Raíces, casas en venta en pance, cali","Casa enCali, Valle del cauca",JARAMILLO MORA CONSTRUCTORA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,20,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,6,"Tu casa es tu refugio, donde las raíces de los árboles se entrelazan con las tuyas, dialogando con la tierra, con la luz y con el sonido de las hojas, recordándote que elverdadero bienestar nace de la conexión con la tierra.Vivir en RAÍCES es volver a lo esencial; es entender que el verdadero lujo no está en lo que brilla, sino en aquello que te permite respirar más hondo, mirar más lejos y sentirte seguro, respaldado por bases sólidas que sostienen tu vida. Siéntete en casa: una casa que no solo se habita, sino que también te habita a ti.Vivir es una experiencia que se cultiva todos los días. Cuando tus raíces se funden con el entorno, la vida te abraza.",[],3.3390954,-76.5313935,2026-08-03
"ALTAVIA, Apartamento en Venta en Nueva tequendama, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/altavia-apartamentos-en-venta-en-nueva-tequendama-cali/15017258,15017258,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.67f95ff4a87d2_infocdn__6nrkymrmn1oqsdrvat1qnibnmkh0x9rwnpx31nvjjpg.jpg,[],Desde $ 427.056.684,1 Hab 1 Baño 43.1 m²,"Altavia, apartamento en venta en nueva tequendama, cali","Apartamento enCali, Valle del cauca",,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,30% INICIAL - 70% CREDITO,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,2028,5,"Altavía es el nuevo proyecto de vivienda diseñado por Constructora Meléndez, que redefine la inversión en Cali con la posibilidad de generar ingresos a través de rentas cortas. Ubicado estratégicamente en la Calle 5ta con Carrera 54a, Altavía ofrece cercanía a puntos clave como la Plaza de Toros, el Centro Médico Imbanaco, Mallplaza, Cosmocentro, y la Unidad Deportiva Alberto Galindo.Este proyecto combina estilo, funcionalidad y ubicación. Su diseño arquitectónico único responde al contexto urbano con espacios exclusivos y bien pensados que maximizan la comodidad y conectividad.Altavía contará con una propuesta que incluye apartamentos modernos, zonas comunes atractivas y una correcta integración al entorno, haciendo de este proyecto una opción ideal para invertir y vivir la esencia de la ciudad. ¡Una oportunidad única para quienes buscan maximizar rentabilidad mientras disfrutan de una vida vibrante en Cali!.",[],3.4100473,-76.547084,2026-08-03
"CHIPICHAPE GARDENS, Apartamento en Venta en Chipichape, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/chipichape-gardens-apartamentos-en-venta-en-chipichape-cali/15016873,15016873,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69fd23b72c879_infocdn__bdedsynfrpoiuimbvo2qkyfzuxx8u4yhushxza0opng.png,[],Desde $ 327.000.000,1 Hab 2 Baños 31.7 m²,"Chipichape gardens, apartamento en venta en chipichape, cali","Apartamento enCali, Valle del cauca",INDICO,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,20-30% CUOTA INICIAL,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,5,"Chipichape Gardens es el conjunto residencial más completo del norte de Cali, donde convergen bienestar, diseño contemporáneo y oportunidades de inversión en un entorno urbano en plena transformación. Este proyecto ha sido concebido con visión de futuro, integrando un modelo de uso mixto que combina vivienda y comercio para dinamizar la vida del sector y garantizar valorización sostenible. Con cuatro torres de apartamentos y un diseño funcional adaptable a distintos estilos de vida, ofrece una propuesta sólida tanto para quienes desean habitar de inmediato como para quienes buscan rentabilidad a corto, mediano o largo plazo. Chipichape Gardens representa una forma inteligente de vivir o invertir, con respaldo, proyección y propósito.!",[],3.4733655652145,-76.524391453442,2026-08-03
"CLUB RESIDENCIAL SAN LORENZO, Apartamentos en Venta en El poblado i, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/club-residencial-san-lorenzo-apartamentos-en-venta-en-el-poblado-i-cali/10049424,10049424,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69a9f6adedb1c_infocdn__ge1aoithqmyrnwufgtuyykspope0csr6vcjzdlzqjpg.jpg,[],Desde $ 198.552.627,3 Habs. 1 Baño 44.9 m²,"Club residencial san lorenzo, apartamentos en venta en el poblado i, cali","Apartamento enCali, Valle del cauca",RUIZ AREVALO CONSTRUCTORA - CORASA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,70,10% CUOTA INICIAL (RECURSOS PROPIOS ) Y SUBSIDIO VIVIENDA,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,2,"Ingresos Familiares desde $ 3 millones . SAN LORENZO Club Residencial. es proyecto  de apartamentos de interés social ( aplican 2 subsidios de vivienda) UBICADO EN CALI - VALLE .  Conjunto Residencial Cerrado ,  seguridad 24/7 ,  8 torres de 12 pisos de altura, Portería, Piscina niños y adultos,   salón social, Zonas verdes y antejardines, Parqueaderos  comunales,  Ascensores por torre,   Locales comerciales externos.  A 5 minutos de la autopista simón bolívar .",[],3.41682840000000000000,-76.49542290000000000000,2026-08-03
"TORRES DEL PARQUE CONJUNTO CERRADO, Apartamento en Venta en Ciudadela del rio, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/torres-del-parque-conjunto-cerrado-apartamentos-en-venta-en-ciudadela-del-rio-cali/7207846,7207846,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69b9b30447219_infocdn__vjv3plxabv4jhlvb9iqujwrsi0jeweoohedm7ndspng.png,[],Desde $ 171.460.575,3 Habs. 1 Baño 44.62 m²,"Torres del parque conjunto cerrado, apartamento en venta en ciudadela del rio, cali","Apartamento enCali, Valle del cauca",RUIZ AREVALO CONSTRUCTORA - CORASA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,70,10% Cuota inicial -  aplica subsidio de vivienda,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,2,"Tu nuevo hogar te espera en TORRES DEL PARQUE Exclusivo proyecto en conjunto cerrado en el barrio Remansos de Comfandi, torres de 11 pisos altura,apartamento entrega obra gris ,diseño flexible para 3 habitaciones, cuenta con parqueaderos comunales, de carro, motos y bicicletas,  piscinas para niños y adultos, salón social, ascensor .. En Inicio de obra.",[],3.4196008252411,-76.467389375102,2026-08-03
