Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Descripción completa,Unidades,Latitud,Longitud,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,fecha_recoleccion
"Apartamento en Venta en Loma de los bernal, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-loma-de-los-bernal-medellin/193982457,193982457,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5aa3db365a5_infocdn__gr-apartamento-en-venta-en-la-lom-1783878464-3359-1826jpeg.jpeg,[],$ 510.000.000,3 Habs. 2 Baños 69 m²,"Apartamento en venta en loma de los bernal, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Venta de apartamento Loma de los bernal, Belén Valor $ 530 Millones Área construida: 69.2 metros 3 alcobas 2 Baños Recién pintado Balcón Parqueadero cubierto No tiene cuarto útil Está original  Estrato 5 Admon $420.000Predial $615.000 trimestral Está totalmente libre Antigüedad 16 años de construidaUnidad completa con todas las zonas comunes , excelente ubicación",[],6.2274826710372,-75.561376628118,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en San Lucas, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-san-lucas-medellin/193677501,193677501,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3197adc500e_infocdn__gr435651120260426085240jpeg.jpeg,[],$ 1.350.000.000,1 Hab 2 Baños 112 m²,"Apartamento en venta en san lucas, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Apartamento remodelado en San Lucas. Al lado del Colegio Montessori. Un apartamento realmente único y díficil de encontrar.82M2 internos + 27M2 de balcón pergolado y 52M2 de terraza. Área total de 159M2.1 habitación con baño y vestier. Cocina abierta. Sala. Baño social. Y una gran terraza con espacio para un comedor exterior y sala. Está rodeado de verde y jardines consolidados.1 parqueadero doble lineal más cuarto útil.Zonas comunes: gimnasio, salón social, parque para niños y muchos senderos verdes.Unidad familar. Edificio diseñado por Obra Negra.",[],6.1799446,-75.5640593,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Milla de Oro, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-milla-de-oro-medellin/193072596,193072596,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.690df6e569a15_infocdn__0hzhaelptwjeh3c2zkmehqau2nxmpxzvnryq45h9jpg.jpg,[],$ 2.415.000.000,3 Habs. 5 Baños 189 m²,"Apartamento en venta en milla de oro, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Descubra la vida urbana refinada en este impresionante apartamento de 189 metros cuadrados, ubicado en el corazón de Milla de Oro, uno de los barrios más exclusivos y transitables de Medellín. A solo pasos de Provenza y la Avenida del Poblado, esta residencia ofrece el equilibrio perfecto entre privacidad, lujo y comodidad urbana.El apartamento cuenta con tres amplias habitaciones , cada una con su propio baño privado, brindando comodidad y privacidad a todos los miembros de la familia. La sala de estar y el comedor, de concepto abierto, se conectan armoniosamente con un balcón espectacular rodeado de vegetación, ideal para relajarse o recibir invitados en un entorno exuberante y tranquilo.Una de las características más destacadas de esta vivienda es el acceso directo y seguro mediante ascensor privado. Rodeada de árboles frondosos y una exuberante vegetación, esta casa se siente como un remanso de paz en pleno centro de la ciudad.Los muebles se ofrecen aparte.",[],6.1999005,-75.5728158,,,,,,,,,,,,,,2026-08-02
Casa en Venta en Medellín,https://www.fincaraiz.com.co/casa-en-venta-en-medellin/193579802,193579802,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69cabcb331f70_infocdn__we11hhgazjaz4qlr6tc0v7layt2kevkm2j33hyrbjpg.jpg,[],$ 400.000.000,4 Habs. 3 Baños 92 m²,Casa en venta en medellín,"Casa enMedellín, Antioquia",,Llamar,"propiedad ubicada en el sector de floresta la pradera, nos ofrece una área de 92m2. Cuenta con 4 bibliotecas, 4 alcobas, 3 closets, cocina semi integral, red de gas, alcoba de servicios,  1 patio, 3 baños, balcón, estrato 3, área 92 m2.",[],6.2587105,-75.6095483,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en Buenos aires, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-buenos-aires-medellin/193601698,193601698,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69ef8a27b38ba_infocdn__foto-105560-900461052-4315655029-ssjpg.jpg,[],$ 180.000.000,2 Habs. 1 Baño 55 m²,"Casa en venta en buenos aires, medellín","Casa enMedellín, Antioquia",,Llamar,"Se arrienda amplia casa ubicada en el tradicional barrio Buenos Aires.La propiedad se encuentra en una zona residencial con excelente ubicación, cerca de vías principales y con fácil acceso a transporte público, incluyendo rutas integradas y cercanía al tranvía. Su entorno ofrece gran variedad de comercio, instituciones educativas, supermercados y servicios, lo que garantiza comodidad en el día a día.Ideal para familias o quienes buscan vivir en un sector central, tranquilo y bien conectado dentro de la ciudad.",[],6.2413199,-75.5543937,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Belén, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-belen-medellin/193485582,193485582,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69b04a7f4c7c1_infocdn__yjc9fgpbryn8xgahmlhlqxvnayz5ga831voijes3jpg.jpg,[],$ 580.000.000,2 Habs. 2 Baños 60 m²,"Apartamento en venta en belén, medellín","Apartamento enMedellín, Antioquia",,Llamar,"¡Vive el sueño de tener terraza propia en Loma de los Bernal!Disfruta de este espectacular apartamento en primer piso que combina 60.58 m² de confort interior con una impresionante terraza privada de 60.46 m², ideal para tus mascotas, asados o reuniones familiares. Cuenta con 2 alcobas con closet, 2 baños cabinados, cocina integral, parqueadero y cuarto útil. Ubicado en una unidad con portería 24/7, ascensor, sauna, jacuzzi y juegos infantiles. ¡A pasos de la cancha La Nubia, el equilibrio perfecto entre ciudad y aire libre!*inmueble sujeto a disponibilidad.",[],6.2178121,-75.6040772,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Belén, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-belen-medellin/192920535,192920535,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68d6c70931efa_infocdn__yinvqocup0wma5eavfn964fxwqn1tciwcom1q5lajpg.jpg,[],$ 460.000.000,3 Habs. 2 Baños 71 m²,"Apartamento en venta en belén, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Apartamento en venta en unidad cerrada cerca a rutas de transporte publico, centro comercial, universidad y servicios complementarios. Piso en porcelanato, sala comedor, 3 alcobas con baño en la principal, cocina integral cerrada y parqueadero independiente cubierto . Conjunto cerrado, ascensor, piscina, salon social, parques infantiles, placa polideportiva, vigilancia 24 hrs, citofonia, zona BBQ y circuito cerrado de tv. *Inmuebles sujetos a verificación de disponibilidad.*",[],6.2315137,-75.5914068,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en San Lucas, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-san-lucas-medellin/193677501,193677501,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3197adc500e_infocdn__gr435651120260426085240jpeg.jpeg,[],$ 1.350.000.000,1 Hab 2 Baños 112 m²,"Apartamento en venta en san lucas, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Apartamento remodelado en San Lucas. Al lado del Colegio Montessori. Un apartamento realmente único y díficil de encontrar.82M2 internos + 27M2 de balcón pergolado y 52M2 de terraza. Área total de 159M2.1 habitación con baño y vestier. Cocina abierta. Sala. Baño social. Y una gran terraza con espacio para un comedor exterior y sala. Está rodeado de verde y jardines consolidados.1 parqueadero doble lineal más cuarto útil.Zonas comunes: gimnasio, salón social, parque para niños y muchos senderos verdes.Unidad familar. Edificio diseñado por Obra Negra.",[],6.1799446,-75.5640593,,,,,,,,,,,,,,2026-08-02
"Casa en  Venta en San Antonio de Prado, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-san-antonio-de-prado-medellin/191380950,191380950,,[],$ 300.000.000,3 Habs. 3 Baños 73 m²,"Casa en  venta en san antonio de prado, medellín","Casa enMedellín, Antioquia",,Llamar,"Venta de Casa de 3 niveles en unidad cerrada con un hermoso exterior muy campestre, con la posibilidad de ampliar una cuarta habitación y balcón, lugar ideal para un descanso y el disfrute con su familia en las zonas comunes donde encontraremos juegos infantiles, cancha polideportiva, gimnasio, salón social, Zona BBQ, Jardín, ubicado cerca de supermercados, iglesias, D1, transporte publico solo bus y sistema integrado metro.",[],6.1805342407408,-75.649237632751,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Los colores, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-los-colores-medellin/193992855,193992855,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a678e1f10075_infocdn__gr-amplio-apartamento-familiar-de-1784131514-0431-3189jpeg.jpeg,[],$ 625.000.000,3 Habs. 2 Baños 129 m²,"Apartamento en venta en los colores, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Amplio Apartamento Familiar de 130 m² en Venta en Los ColoresEl Espacio y la Comodidad que tu Familia Merece: Apartamento de 130 m² en Los ColoresDescubra la oportunidad de vivir con la amplitud y el confort de antes, en el corazón de uno de los barrios más familiares y estratégicos de Medellín. Presentamos este luminoso apartamento de 130 m² en venta, ubicado en un edificio tradicional en Los Colores, que combina una distribución generosa con la seguridad y las comodidades que su familia necesita.Un Hogar con Espacios Definidos para Cada Momento del Día:Este apartamento, situado en un sexto piso con ascensor, destaca por su diseño inteligente que ofrece zonas independientes para cada actividad.Característica DiferencialSu Beneficio en el Día a DíaTres Ambientes SocialesDisfrute de un amplio salón con salida a balcón, un comedor independiente para sus cenas familiares y una sala de estar (o de TV) adicional para mayor privacidad.Amplitud FamiliarCon 130 m², esta propiedad ofrece el espacio que las construcciones nuevas raramente tienen, ideal para que cada miembro de la familia tenga su propio lugar.Zona de Descanso PrivadaTres habitaciones espaciosas. La suite principal cuenta con su propio baño y un generoso vestier, mientras que las dos habitaciones auxiliares comparten un baño completo.Edificio con ComodidadesViva con tranquilidad gracias al servicio de portería 24 horas, asc",[],6.2584679,-75.5830938,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-laureles-medellin/194010024,194010024,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5e382b1f538_infocdn__d2ygr72gbf5yvdp1otavay44jtn8gbibjxu2ltcjjpg.jpg,[],$ 875.000.000,5 Habs. 6 Baños 170 m²,"Apartamento en venta en laureles, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Vendo espectacular apartamento en Laureles. ¡Un verdadero gigante de 170 m² diseñado para familias que no negocian su comodidad!Ubicación: Barrio Laureles, Medellín.Área: 170 m² de amplitud pura.5 Habitaciones: Espacio para todos (u oficina en casa).6 Baños: ¡Privacidad total garantizada!2 Balcones: Perfectos para un café con brisa medellinense.Garaje interno y zona de labores independiente.Todo esto en un segundo piso, en una de las zonas con mejor valorización y calidad de vida de la ciudad.Inversión: $875.000.000",[],6.2391973,-75.5965035,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en La Almeria, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-almeria-medellin/193831779,193831779,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6394450efa1_infocdn__gr1228001720260602045335jpeg.jpeg,[],$ 545.000.000,3 Habs. 2 Baños 82 m²,"Apartamento en venta en la almeria, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Apartamento en Venta - Sector La AlmeríaInmueble con excelente distribución, luminosidad y espacios versátiles, ubicado en una unidad cerrada con una de las infraestructuras comunes más completas del sector. Ideal para familias que buscan comodidad, seguridad y alta calidad de vida.Características del InmuebleDistribución: 3 alcobas, 2 baños completos y hall de estudio ideal para teletrabajo.Zona Social: Sala-comedor amplia, potenciada por un doble ventanal que garantiza excelente iluminación y frescura.Cocina y Servicios: Cocina integral, instalación de gas de red y zona de ropas independiente.Parqueadero: Incluye parqueadero cubierto privado.Comodidades de la UnidadSeguridad: Portería y vigilancia las 24 horas.Recreación: Piscina climatizada y 3 parques infantiles.Deporte: 3 canchas múltiples para diversas actividades físicas.Eventos: 3 salones sociales ideales para reuniones y celebraciones.Movilidad: Parqueadero cómodo para visitantes.Ventajas EstratégicasEl sector de La Almería se consolida como una zona residencial tranquila, segura y de alta valorización, con excelente conectividad, rutas de transporte y cercanía a servicios comerciales y educativos.",[],6.2435112,-75.6147185,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en Belén San Bernardo, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-belen-san-bernardo-medellin/193960179,193960179,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4d02e23aeb7_infocdn__gr-casa-ph-en-venta-sector-belen-1783376547-1146-4008jpeg.jpeg,[],$ 480.000.000,3 Habs. 2 Baños 99 m²,"Casa en venta en belén san bernardo, medellín","Casa enMedellín, Antioquia",,Llamar,"CASA EN VENTA SECTOR BELÉN SAN BERNARDO, MEDELLÍNDescubre esta amplia casa ubicada en el tradicional sector de Belén San Bernardo, una excelente oportunidad para quienes buscan comodidad, ubicación y valorización. El inmueble se encuentra en un tercer piso por escalas, último nivel de una propiedad horizontal, ofreciendo mayor privacidad y tranquilidad.Cuenta con 3 alcobas con clóset, 2 baños, amplia sala comedor, cocina integral, balcón y zona de ropas independiente, con una distribución funcional pensada para el confort de toda la familia. Actualmente la propiedad se encuentra en proceso de remodelación, por lo que será entregada con espacios renovados y listos para disfrutar.Su ubicación es uno de sus principales atractivos. Se encuentra cerca de la Avenida 70, Juan Pablo II, Centro Comercial Arkadia, Unidad Deportiva María Luisa Calle y la Unidad Deportiva de Belén, además de contar con excelentes rutas de transporte público, supermercados, instituciones educativas, zonas comerciales y una amplia oferta de servicios.Al ser una propiedad horizontal no paga administración, lo que representa un importante ahorro mensual y una excelente alternativa tanto para vivienda como para inversión.Información adicional:• Estrato 3• Tercer piso por escalas• Sin parqueadero• Sin pago de administración• Libre de gravámenesPrecio actual: $480.000.000 (durante la remodelación).Precio una vez finalizada la remodelación: $520.000.000.Agend",[],6.227934,-75.59179,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Loma de los bernal, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-loma-de-los-bernal-medellin/193982457,193982457,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5aa3db365a5_infocdn__gr-apartamento-en-venta-en-la-lom-1783878464-3359-1826jpeg.jpeg,[],$ 510.000.000,3 Habs. 2 Baños 69 m²,"Apartamento en venta en loma de los bernal, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Venta de apartamento Loma de los bernal, Belén Valor $ 530 Millones Área construida: 69.2 metros 3 alcobas 2 Baños Recién pintado Balcón Parqueadero cubierto No tiene cuarto útil Está original  Estrato 5 Admon $420.000Predial $615.000 trimestral Está totalmente libre Antigüedad 16 años de construidaUnidad completa con todas las zonas comunes , excelente ubicación",[],6.2274826710372,-75.561376628118,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-laureles-medellin/193779680,193779680,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a0f98ecc6b86_infocdn__lpqii9nwxvhlg4wupbstiehrvfaldkbnvbhdgxa1jpg.jpg,[],$ 950.000.000,3 Habs. 2 Baños 87 m²,"Apartamento en venta en laureles, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Hermoso apartamento de 87m² en Reserva de Colores, un espacio ideal para la vida moderna. Cuenta con tres amplias habitaciones y dos baños completos, Disfrute de una sala comedor integrada, una cocina integral con barra americana que invita a la interacción, un práctico estudio y una zona de lavandería independiente.  incluye dos parqueaderos, .Su excelente ubicación añade un valor inigualable, conectándolo con todo lo que necesitas.",[],6.26362,-75.5867778,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-laureles-medellin/193996017,193996017,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a584496607ee_infocdn__picture-82454a1d405c41e489f4a1f454d38971jpg.jpg,[],$ 700.000.000,2 Habs. 2 Baños 66 m²,"Apartamento en venta en laureles, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Inmueble para estrenar en unidad residencial, Citym Laureles (Ubicación: Antiguo Consumo de San Juan, en Laureles), la entrega de los apartamentos está programada para noviembre de 2026Su ubicación estratégica cerca a todo, con excelentes vías de acceso, cerca de la UPB, Viva Laureles, la 70, bancos, iglesias, restaurantes, colegios, centros comerciales, múltiples rutas de buses y el futuro Metro de la 80.Detalles del apartamento: Piso 12. Área 66 m², acabados de lujo, ascensor privado, puerta de seguridad, sala-comedor, Balcón, cocina moderna con barra americana, 2 habitaciones, la habitación principal con baño y vestier, 2 baños completos y parqueadero.Zonas comunes: piscina, gimnasio, zona de ejercicio exterior, coworking, juegos, zona BBQ, teatro, jacuzzi, turco, terrazas, zona de mascotas, juegos para niños, zona de descanso, solárium y más. además, centro comercial en los primeros pisos con supermercado, restaurantes y oficinas.Estrato 5. Administración: $400.000Modalidad: Cesión de derechosSi quieres conocer más de esta extraordinaria oportunidad de inversión, no dudes en contactarme para programar una visita y recuerda, soy tu agente inmobiliaria de confianza.",[],6.2418132,-75.6027406,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/193815402,193815402,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5f8c3abe5ad_infocdn__picture-9c1a3119feba49158065972e3149f3d2jpg.jpg,[],$ 840.000.000,2 Habs. 2 Baños 110 m²,"Apartamento en venta en el poblado, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Con 110 m2,dos alcobas,alcoba del servicio completa,salon comedor independientes.La alcoba principal es muy amplia ,con su baño interior y su closet. La otra alcoba tiene un closet muy amplio ,con una vista a verde. El baño familiar puede servir tambien de baño socialParqueadero doble lineal mas util. Administracion $974.000 ,predial $4.340.000 trimestral.Sin deuda.Ubicado en una zona totalmente caminable ,muy plana y tan solo a dos cuadras de la Iglesia Santa Maria De los Angeles. Con porteria horas ,SIN Ruido.Excelente ubicacion!!!!!",[],6.2082491,-75.5656139,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Calasanz parte alta, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-calasanz-parte-alta-medellin/193338619,193338619,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69aa019728d0d_infocdn__picture-130bc2bf97d04a739da6ee311bb50d34jpg.jpg,[],$ 890.000.000,3 Habs. 3 Baños 94 m²,"Apartamento en venta en calasanz parte alta, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Apartamento en Venta en un piso 13 con excelente vista panorámica, cuenta con 3 habitaciones (posibilidad de 4), 3 baños, balcón, salón comedor, cocina integral, 1 cuarto útiles, en unidad completa. Único con 3 parqueaderos paralelosLa unidad posee 3 piscinas, gimnasio, cancha de squash, micro futbol, 2 salones sociales, salón de juegos, gimnasio al aire libre, salón infantil y salón de juegos, además de 2 porterías.En zona privilegiada de Calasanz parte baja. Ubicada en una zona con fácil acceso y cercana a colegios, es ideal para aquellos que buscan comodidad y practicidad en su hogar.",[],6.2683362,-75.5977473,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Estadio, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-estadio-medellin/192491330,192491330,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a0731fdf1959_infocdn__gr164471820250604051053jpeg.jpeg,[],$ 830.000.000,3 Habs. 2 Baños 97 m²,"Apartamento en venta en estadio, medellín","Apartamento enMedellín, Antioquia",,Llamar,"? Apartamento para estrenar en el  ESTADIO – Medellín? Ubicación privilegiada en una de las zonas más apetecidas de la ciudadDisfruta de vivir en un apartamento nuevo de 95 m², con diseño moderno, excelente distribución y acabados de alta calidad.? Características del inmueble:3 habitaciones (principal con vestier y baño privado)2 baños completos + 1 baño socialAmplia sala comedorBalcón con excelente vistaCocina abierta estilo americanoZona de ropas independienteHall de alcobasParqueadero privadoAscensor con ingreso directo al apartamentoCitofonía digital y puerta principal de doble seguridad? Estrato 5? Precio: $830 millones (negociables)? Predial en trámite (se entrega en aprox. 1 mes)Ideal para quienes buscan comodidad, ubicación estratégica y seguridad en un sector residencial tranquilo y con alta valorización.? Contáctanos para agendar tu visita y conocer tu nuevo hogar",[],6.2596495504637,-75.59255450964,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-laureles-medellin/192793281,192793281,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3ef45c6dcd8_infocdn__gr-apartamento-en-venta-laureles-1774561068-7439-3807jpeg.jpeg,[],$ 530.000.000,4 Habs. 3 Baños 113 m²,"Apartamento en venta en laureles, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Apartamento en venta Laureles las Acacias Cuatro habitaciones Tres baños Sala comedor Cocina integral Parqueadero Quinto piso ,sin ascensor, cómodas escalas.",[],6.2404920336811,-75.600790726616,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-laureles-medellin/193381433,193381433,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3ef70723a88_infocdn__gr-casa-en-en-venta-primer-piso-e-1770762178-3639-8746jpeg.jpeg,[],$ 790.000.000,4 Habs. 3 Baños 140 m²,"Casa en venta en laureles, medellín","Casa enMedellín, Antioquia",,Llamar,"Casa primer nivel con apartaestudio independiente 140 metros Dos patios Cuatro alcobas, tres  baños, dos cocinas integrales ,Closet de linosPuerta de SeguridadParqueadero privado Es esquinera.",[],6.2467471548436,-75.586371210252,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Zuñiga, Envigado",https://www.fincaraiz.com.co/apartamento-en-venta-en-zuñiga-envigado/193332192,193332192,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69d40661c6961_infocdn__gr910552120260128105623jpeg.jpeg,[],$ 810.000.000,3 Habs. 3 Baños 156 m²,"Apartamento en venta en zuñiga, envigado","Apartamento enMedellín, Antioquia",,Llamar,"✨ Amplio y exclusivo apartamento en venta ✨Se vende espectacular apartamento de 154.96 m², ubicado en un sector residencial de alta valorización, ideal para familias que buscan comodidad, amplitud y una excelente distribución.El inmueble cuenta con 3 alcobas, la principal con baño privado y vestier, además de alcoba del servicio con baño. Dispone de baño de alcobas y baño social, ofreciendo funcionalidad y confort para toda la familia.Sus espacios sociales son amplios y acogedores, con sala, comedor y estar integrados, perfectos para compartir y disfrutar. La propiedad también incluye biblioteca, cocina integral, zona de ropas independiente, excelente iluminación natural y ventilación.Complementan esta excelente oferta 2 parqueaderos en línea y cuarto útil.? Área: 154.96 m²? Parqueaderos: 2 (doble lineal)? Cuarto útil? Estrato: 5Una propiedad que combina amplitud, comodidad y ubicación estratégica, ideal tanto para vivir como para invertir.? Contáctanos para más información o agendar tu visita.",[],6.1811225007183,-75.576252044557,,,,,,,,,,,,,,2026-08-02
Apartamento en Venta en Medellín,https://www.fincaraiz.com.co/apartamento-en-venta-en-medellin/193084710,193084710,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a119ddd18e15_infocdn__gr-venta-apartamento-patio-bonito-1779539123-1967-2127jpeg.jpeg,[],$ 1.254.000.000,4 Habs. 4 Baños 153 m²,Apartamento en venta en medellín,"Apartamento enMedellín, Antioquia",,Llamar,"Te ofrezco Apartamento en Patio Bonito, Medellin:- Precio Venta: $1.254.000.000- 153 m2- 4 Habitaciones- 4 Baños- 2 Parqueaderos- Administración: $1.146.000- Año Construido: 2005- Estrato: 5Apartamento de 153 MTS, consta de 3 habitaciones,4 baños,sala comedor con balcón,cocina abierta tipo americano,cuarto y baño del servicio,zona de lavandería,2 parqueaderos. El conjunto cuenta con portería,vigilancia 25 horas,sauna,turco,piscina,salón social ,zonas verdes, zona infantil .Cerca universidad EAFIT,clínica las Vegas, almacenes Éxito .",[],6.2032723334176,-75.574636115257,,,,,,,,,,,,,,2026-08-02
"Edificio en Venta en Los colores, Medellín",https://www.fincaraiz.com.co/edificio-en-venta-en-los-colores-medellin/193258035,193258035,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69a9c5e9ae65e_infocdn__gr757551120251220054129jpeg.jpeg,[],$ 3.000.000.000,12 Habs. 8 Baños 709 m²,"Edificio en venta en los colores, medellín","Edificio enMedellín, Antioquia",,Llamar,"Venta de Edificio en Los Colores, MedellínEn el primer nivel cuenta con 4 celdas de parqueo (1 para cada Apartamento).En los niveles 2 al 5 cuenta con un Apartamento por Piso (4 Apartamentos).La terraza o azotea cuenta con un contrato de arrendamiento a 10 Años de una Antena Celular que al dia de hoy renta $5.400.000 Mensuales ($64.000.000 al Año) + las rentas de los Apartamentos.Cada apartamento cuenta con: 3 Alcobas, 2 baños completos, cocina Integral todas con mesón en granito y campana extractora, sala comedor, balcón, zona de ropas, gas por red, garaje privado con puerta de garaje a control remoto.Todo el Edificio está concentrado en una sola matricula inmobiliaria.Se recibe hasta un 30% en propiedades.Estrato 5$3.000.000.000",[],6.2665446,-75.5924368,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Manrique, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-manrique-medellin/193573229,193573229,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4ff9218cad5_infocdn__foto-105780-800079091-3535552045-ssjpg.jpg,[],$ 190.000.000,2 Habs. 1 Baño 70 m²,"Apartamento en venta en manrique, medellín","Apartamento enMedellín, Antioquia",,Llamar,"CasaPiso 3en venta, ideal para inversión. Cuenta con2 alcobas con clóset,1 baño,cocina integral con red de gas,zona de ropasydos balconesque brindan excelente iluminación y ventilación.Área aproximada de70 m², ubicada enestrato 2, con gran potencial de valorización.¡Excelente oportunidad!",[],6.2830791,-75.546413,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Ciudad del Río, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-ciudad-del-rio-medellin/193331196,193331196,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a56a4f0c60e0_infocdn__uvylqvap63des2fx0okmekigzxbmlqqle5uigskjcmdp4lvnkdn6eelhk-vfdhwnz8qu4a4cl6igrxv30oleua5sdwm5b-ajwinaasakrik.jpeg,[],$ 560.000.000,1 Hab 1 Baño 50 m²,"Apartamento en venta en ciudad del río, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Experimenta el placer de vivir espacios diseñados para tu bienestar, ubicación estratégica en ciudad el rio, cerca de todo lo que necesitas, (salud, entretenimiento, educación), facilidad de transporte. son 50 M2 distribuidos en una alcoba con vestier y baño, cocina abierta, balcón, salón-comedor, zona de ropas, parqueadero y útil. Excelentes zonas comunes para disfrutar en familia. Cesión de derechos, fotos del apartamento modelo, entrega en el 2026, mira para el interior. ***",[],6.2200696,-75.5751191,,,,,,,,,,,,,,2026-08-02
